datetime,open,high,low,close,volume
2020-07-09 09:45:00,10762.6,10782.9,10753.55,10780.9,0
2020-07-09 10:15:00,10781.05,10791.9,10768.85,10776.3,0
2020-07-09 10:45:00,10776.4,10778.45,10752.7,10776.25,0
2020-07-09 11:15:00,10776.5,10783.05,10765.85,10765.85,0
2020-07-09 11:45:00,10766.2,10782.75,10762.5,10775.25,0
2020-07-09 12:15:00,10775.15,10801.5,10762.55,10789.3,0
2020-07-09 12:45:00,10788.85,10801.25,10755.6,10765.85,0
2020-07-09 13:15:00,10765.25,10811.35,10765.1,10800.45,0
2020-07-09 13:45:00,10799.95,10805.75,10784.7,10798.2,0
2020-07-09 14:15:00,10798.4,10816.55,10793.7,10813.65,0
2020-07-09 14:45:00,10813.45,10823.8,10790.55,10811.45,0
2020-07-09 15:15:00,10811.25,10836.5,10809.85,10833.45,0
2020-07-10 09:15:00,10764.1,10807.1,10758.55,10798.1,0
2020-07-10 09:45:00,10797.55,10818.95,10795.25,10808.6,0
2020-07-10 10:15:00,10808.9,10810.1,10764.85,10766.15,0
2020-07-10 10:45:00,10765.75,10777.3,10748.4,10752.0,0
2020-07-10 11:15:00,10752.05,10768.6,10746.05,10754.7,0
2020-07-10 11:45:00,10754.95,10757.1,10730.55,10748.45,0
2020-07-10 12:15:00,10748.45,10748.5,10713.0,10739.6,0
2020-07-10 12:45:00,10739.85,10775.75,10737.45,10756.9,0
2020-07-10 13:15:00,10756.7,10796.0,10750.5,10783.05,0
2020-07-10 13:45:00,10782.0,10792.1,10742.85,10751.15,0
2020-07-10 14:15:00,10751.0,10769.75,10736.35,10758.3,0
2020-07-10 14:45:00,10757.55,10786.1,10753.3,10761.9,0
2020-07-10 15:15:00,10761.1,10778.6,10756.55,10771.2,0
2020-07-13 09:15:00,10851.85,10893.45,10848.55,10870.75,0
2020-07-13 09:45:00,10871.0,10880.35,10844.6,10857.45,0
2020-07-13 10:15:00,10857.6,10875.5,10853.45,10871.5,0
2020-07-13 10:45:00,10871.95,10882.8,10824.4,10835.8,0
2020-07-13 11:15:00,10835.1,10852.4,10819.7,10825.4,0
2020-07-13 11:45:00,10824.85,10835.45,10807.45,10807.9,0
2020-07-13 12:15:00,10808.1,10838.1,10803.6,10814.35,0
2020-07-13 12:45:00,10813.95,10818.45,10784.3,10811.55,0
2020-07-13 13:15:00,10811.25,10812.9,10771.1,10778.65,0
2020-07-13 13:45:00,10778.25,10787.7,10756.35,10785.85,0
2020-07-13 14:15:00,10785.2,10806.35,10769.1,10804.8,0
2020-07-13 14:45:00,10804.55,10815.45,10782.05,10796.85,0
2020-07-13 15:15:00,10796.5,10818.3,10793.9,10814.75,0
2020-07-14 09:15:00,10750.85,10750.85,10703.85,10706.0,0
2020-07-14 09:45:00,10706.4,10728.9,10698.3,10717.65,0
2020-07-14 10:15:00,10717.5,10717.5,10657.45,10663.95,0
2020-07-14 10:45:00,10664.3,10672.0,10617.1,10628.35,0
2020-07-14 11:15:00,10628.65,10665.9,10622.0,10664.95,0
2020-07-14 11:45:00,10664.55,10665.55,10629.05,10636.55,0
2020-07-14 12:15:00,10638.25,10652.25,10609.55,10620.5,0
2020-07-14 12:45:00,10620.35,10620.35,10563.25,10569.4,0
2020-07-14 13:15:00,10569.0,10636.3,10567.5,10622.2,0
2020-07-14 13:45:00,10621.7,10638.05,10616.1,10631.65,0
2020-07-14 14:15:00,10631.7,10644.05,10600.05,10610.65,0
2020-07-14 14:45:00,10610.5,10629.2,10593.6,10609.75,0
2020-07-14 15:15:00,10610.3,10619.8,10600.3,10610.15,0
2020-07-15 09:15:00,10701.0,10741.2,10686.1,10727.6,0
2020-07-15 09:45:00,10728.75,10765.35,10722.75,10755.8,0
2020-07-15 10:15:00,10756.3,10802.45,10755.3,10798.25,0
2020-07-15 10:45:00,10798.9,10810.45,10781.45,10799.1,0
2020-07-15 11:15:00,10800.35,10826.7,10800.05,10821.1,0
2020-07-15 11:45:00,10820.25,10826.75,10780.3,10784.4,0
2020-07-15 12:15:00,10784.1,10793.75,10761.6,10771.1,0
2020-07-15 12:45:00,10771.55,10797.1,10769.9,10793.1,0
2020-07-15 13:15:00,10793.7,10811.6,10785.05,10803.35,0
2020-07-15 13:45:00,10802.75,10813.9,10776.85,10786.8,0
2020-07-15 14:15:00,10786.2,10786.2,10649.0,10691.1,0
2020-07-15 14:45:00,10689.85,10711.75,10578.85,10601.35,0
2020-07-15 15:15:00,10600.2,10637.9,10582.35,10637.9,0
2020-07-16 09:15:00,10706.2,10706.2,10595.95,10654.05,0
2020-07-16 09:45:00,10653.35,10684.8,10649.05,10669.5,0
2020-07-16 10:15:00,10670.4,10701.8,10659.8,10678.35,0
2020-07-16 10:45:00,10677.0,10686.8,10628.55,10651.05,0
2020-07-16 11:15:00,10650.85,10680.65,10639.1,10676.2,0
2020-07-16 11:45:00,10675.7,10686.75,10642.95,10650.25,0
2020-07-16 12:15:00,10650.55,10665.3,10631.8,10657.1,0
2020-07-16 12:45:00,10657.05,10671.6,10634.05,10644.75,0
2020-07-16 13:15:00,10645.3,10686.6,10641.35,10677.5,0
2020-07-16 13:45:00,10677.75,10686.95,10645.55,10659.6,0
2020-07-16 14:15:00,10660.15,10683.8,10655.5,10675.0,0
2020-07-16 14:45:00,10674.85,10754.35,10669.15,10746.15,0
2020-07-16 15:15:00,10746.05,10752.15,10723.1,10728.05,0
2020-07-17 09:15:00,10752.0,10816.9,10752.0,10795.6,0
2020-07-17 09:45:00,10795.85,10810.55,10782.65,10809.2,0
2020-07-17 10:15:00,10808.95,10821.35,10797.85,10815.2,0
2020-07-17 10:45:00,10815.05,10816.6,10781.2,10811.6,0
2020-07-17 11:15:00,10811.85,10835.0,10802.6,10813.35,0
2020-07-17 11:45:00,10813.5,10821.15,10801.95,10817.75,0
2020-07-17 12:15:00,10817.95,10834.15,10808.85,10825.55,0
2020-07-17 12:45:00,10825.4,10829.0,10797.75,10803.15,0
2020-07-17 13:15:00,10802.15,10820.5,10782.05,10813.45,0
2020-07-17 13:45:00,10814.05,10847.15,10795.9,10835.45,0
2020-07-17 14:15:00,10834.8,10859.95,10820.95,10857.15,0
2020-07-17 14:45:00,10857.5,10900.9,10852.2,10900.0,0
2020-07-17 15:15:00,10900.9,10932.15,10899.0,10930.8,0
2020-07-20 09:15:00,10999.45,11013.55,10960.05,11001.6,0
2020-07-20 09:45:00,11002.1,11016.55,10993.45,11000.6,0
2020-07-20 10:15:00,10999.45,11017.25,10965.8,10978.65,0
2020-07-20 10:45:00,10979.55,10989.15,10966.85,10981.9,0
2020-07-20 11:15:00,10981.95,10982.4,10963.65,10974.35,0
2020-07-20 11:45:00,10974.4,10997.4,10965.75,10979.3,0
2020-07-20 12:15:00,10978.95,10984.3,10967.75,10980.2,0
2020-07-20 12:45:00,10980.0,11001.2,10975.0,10996.25,0
2020-07-20 13:15:00,10996.3,11010.9,10953.4,10976.45,0
2020-07-20 13:45:00,10976.3,11026.85,10970.5,11022.4,0
2020-07-20 14:15:00,11021.65,11029.05,10989.7,11013.8,0
2020-07-20 14:45:00,11014.05,11034.85,10992.35,11031.5,0
2020-07-20 15:15:00,11032.2,11037.5,11019.45,11027.55,0
2020-07-21 09:15:00,11126.1,11163.65,11123.55,11148.0,0
2020-07-21 09:45:00,11148.35,11153.3,11113.4,11125.45,0
2020-07-21 10:15:00,11125.0,11148.45,11121.8,11145.75,0
2020-07-21 10:45:00,11145.5,11149.65,11130.7,11134.55,0
2020-07-21 11:15:00,11134.7,11148.7,11126.9,11145.9,0
2020-07-21 11:45:00,11145.7,11156.8,11135.1,11152.9,0
2020-07-21 12:15:00,11152.75,11165.0,11144.6,11148.5,0
2020-07-21 12:45:00,11148.35,11178.65,11148.35,11165.0,0
2020-07-21 13:15:00,11165.35,11167.35,11139.85,11154.2,0
2020-07-21 13:45:00,11153.7,11155.65,11135.0,11143.2,0
2020-07-21 14:15:00,11143.5,11178.15,11143.4,11170.35,0
2020-07-21 14:45:00,11170.15,11179.1,11152.6,11164.55,0
2020-07-21 15:15:00,11164.7,11173.1,11154.0,11173.1,0
2020-07-22 09:15:00,11231.2,11231.2,11103.1,11124.7,0
2020-07-22 09:45:00,11125.65,11152.05,11123.7,11141.15,0
2020-07-22 10:15:00,11141.7,11167.3,11131.8,11159.15,0
2020-07-22 10:45:00,11159.1,11176.5,11157.05,11175.65,0
2020-07-22 11:15:00,11175.95,11185.25,11166.6,11173.95,0
2020-07-22 11:45:00,11173.15,11179.5,11150.8,11177.35,0
2020-07-22 12:15:00,11176.85,11186.3,11161.15,11175.15,0
2020-07-22 12:45:00,11174.15,11191.75,11133.6,11138.1,0
2020-07-22 13:15:00,11138.15,11138.15,11087.9,11107.65,0
2020-07-22 13:45:00,11107.35,11133.15,11082.9,11089.55,0
2020-07-22 14:15:00,11088.85,11110.1,11060.4,11060.5,0
2020-07-22 14:45:00,11060.1,11136.1,11057.25,11133.0,0
2020-07-22 15:15:00,11133.9,11154.15,11131.1,11143.65,0
2020-07-23 09:15:00,11135.0,11176.75,11105.1,11172.85,0
2020-07-23 09:45:00,11172.35,11172.35,11144.2,11154.25,0
2020-07-23 10:15:00,11155.15,11176.3,11154.7,11174.85,0
2020-07-23 10:45:00,11175.05,11192.75,11166.3,11192.2,0
2020-07-23 11:15:00,11192.2,11214.25,11178.4,11210.05,0
2020-07-23 11:45:00,11209.95,11214.4,11198.0,11209.6,0
2020-07-23 12:15:00,11208.9,11225.95,11199.2,11206.5,0
2020-07-23 12:45:00,11206.05,11206.8,11188.35,11200.1,0
2020-07-23 13:15:00,11199.85,11219.4,11197.5,11209.65,0
2020-07-23 13:45:00,11209.55,11226.1,11195.35,11218.05,0
2020-07-23 14:15:00,11217.9,11220.6,11175.3,11203.25,0
2020-07-23 14:45:00,11204.05,11217.45,11190.35,11213.7,0
2020-07-23 15:15:00,11213.1,11238.8,11210.55,11234.6,0
2020-07-24 09:15:00,11149.95,11165.5,11128.2,11157.1,0
2020-07-24 09:45:00,11157.25,11169.65,11142.85,11161.55,0
2020-07-24 10:15:00,11161.7,11161.7,11115.25,11115.75,0
2020-07-24 10:45:00,11115.65,11127.9,11090.7,11117.3,0
2020-07-24 11:15:00,11118.3,11147.6,11111.9,11137.0,0
2020-07-24 11:45:00,11136.95,11142.3,11116.25,11129.15,0
2020-07-24 12:15:00,11129.55,11134.3,11106.25,11112.8,0
2020-07-24 12:45:00,11113.3,11130.4,11108.25,11108.85,0
2020-07-24 13:15:00,11109.35,11133.2,11109.35,11132.25,0
2020-07-24 13:45:00,11131.6,11192.7,11129.35,11184.4,0
2020-07-24 14:15:00,11184.25,11224.25,11155.35,11179.15,0
2020-07-24 14:45:00,11179.4,11205.2,11172.25,11201.85,0
2020-07-24 15:15:00,11202.8,11205.6,11189.9,11197.95,0
2020-07-27 09:15:00,11225.0,11225.0,11130.1,11143.05,0
2020-07-27 09:45:00,11143.15,11143.15,11089.25,11113.25,0
2020-07-27 10:15:00,11113.6,11147.45,11105.6,11130.45,0
2020-07-27 10:45:00,11130.45,11149.55,11127.55,11130.2,0
2020-07-27 11:15:00,11129.7,11136.8,11114.55,11127.25,0
2020-07-27 11:45:00,11127.55,11162.1,11124.4,11153.7,0
2020-07-27 12:15:00,11153.35,11174.85,11147.95,11162.85,0
2020-07-27 12:45:00,11160.05,11172.85,11150.0,11168.0,0
2020-07-27 13:15:00,11167.5,11179.35,11124.45,11176.9,0
2020-07-27 13:45:00,11176.5,11183.8,11143.6,11160.55,0
2020-07-27 14:15:00,11160.1,11167.35,11132.15,11167.35,0
2020-07-27 14:45:00,11167.8,11180.55,11122.95,11126.3,0
2020-07-27 15:15:00,11127.5,11132.95,11113.15,11124.5,0
2020-07-28 09:15:00,11154.1,11222.9,11154.1,11200.05,0
2020-07-28 09:45:00,11203.8,11206.15,11171.2,11171.85,0
2020-07-28 10:15:00,11172.2,11185.4,11157.25,11175.5,0
2020-07-28 10:45:00,11175.4,11202.05,11173.65,11186.65,0
2020-07-28 11:15:00,11186.7,11199.35,11184.6,11190.3,0
2020-07-28 11:45:00,11190.5,11237.15,11189.35,11235.75,0
2020-07-28 12:15:00,11235.55,11254.4,11224.1,11240.3,0
2020-07-28 12:45:00,11241.45,11264.4,11235.9,11239.75,0
2020-07-28 13:15:00,11240.05,11256.95,11234.15,11248.45,0
2020-07-28 13:45:00,11248.55,11270.5,11224.6,11254.2,0
2020-07-28 14:15:00,11254.65,11295.15,11253.6,11284.25,0
2020-07-28 14:45:00,11284.05,11317.75,11277.05,11301.2,0
2020-07-28 15:15:00,11301.9,11311.05,11284.9,11292.0,0
2020-07-29 09:15:00,11276.9,11341.05,11263.0,11277.15,0
2020-07-29 09:45:00,11277.2,11305.55,11269.0,11280.85,0
2020-07-29 10:15:00,11281.45,11287.1,11245.3,11263.15,0
2020-07-29 10:45:00,11262.75,11283.05,11254.55,11261.05,0
2020-07-29 11:15:00,11261.1,11302.15,11259.35,11300.2,0
2020-07-29 11:45:00,11300.6,11308.4,11281.6,11282.1,0
2020-07-29 12:15:00,11281.75,11295.35,11271.3,11278.35,0
2020-07-29 12:45:00,11278.2,11285.65,11255.95,11280.9,0
2020-07-29 13:15:00,11281.25,11293.1,11249.4,11259.65,0
2020-07-29 13:45:00,11259.35,11268.95,11199.65,11204.0,0
2020-07-29 14:15:00,11204.25,11235.55,11176.2,11180.0,0
2020-07-29 14:45:00,11180.2,11224.6,11150.75,11206.55,0
2020-07-29 15:15:00,11206.35,11213.8,11182.2,11197.2,0
2020-07-30 09:15:00,11254.3,11280.85,11246.2,11266.65,0
2020-07-30 09:45:00,11266.9,11278.5,11262.5,11278.3,0
2020-07-30 10:15:00,11277.75,11297.6,11273.8,11295.1,0
2020-07-30 10:45:00,11295.05,11299.25,11273.35,11291.1,0
2020-07-30 11:15:00,11290.75,11295.5,11273.0,11283.1,0
2020-07-30 11:45:00,11283.1,11288.2,11261.0,11279.2,0
2020-07-30 12:15:00,11279.85,11282.9,11239.65,11249.7,0
2020-07-30 12:45:00,11249.35,11249.45,11173.45,11184.5,0
2020-07-30 13:15:00,11184.25,11200.55,11165.15,11191.75,0
2020-07-30 13:45:00,11190.25,11192.45,11123.6,11128.8,0
2020-07-30 14:15:00,11128.4,11132.3,11090.45,11125.15,0
2020-07-30 14:45:00,11125.35,11154.9,11095.95,11108.7,0
2020-07-30 15:15:00,11107.9,11110.25,11086.65,11095.15,0
2020-07-31 09:15:00,11139.5,11142.55,11050.8,11130.55,0
2020-07-31 09:45:00,11130.7,11150.05,11067.45,11082.95,0
2020-07-31 10:15:00,11083.4,11130.5,11076.25,11117.05,0
2020-07-31 10:45:00,11115.75,11125.35,11086.0,11095.95,0
2020-07-31 11:15:00,11096.0,11105.3,11063.8,11066.55,0
2020-07-31 11:45:00,11066.25,11103.4,11059.8,11094.25,0
2020-07-31 12:15:00,11093.45,11112.6,11067.05,11068.05,0
2020-07-31 12:45:00,11066.7,11093.7,11055.95,11080.95,0
2020-07-31 13:15:00,11080.6,11083.15,11027.0,11035.4,0
2020-07-31 13:45:00,11035.1,11102.15,11030.7,11093.25,0
2020-07-31 14:15:00,11093.85,11103.0,11057.6,11064.1,0
2020-07-31 14:45:00,11063.4,11079.7,11040.35,11070.25,0
2020-07-31 15:15:00,11070.15,11090.5,11061.5,11090.15,0
2020-08-03 09:15:00,11057.55,11057.55,10984.55,10992.65,0
2020-08-03 09:45:00,10992.3,10992.8,10949.5,10952.15,0
2020-08-03 10:15:00,10952.45,10982.1,10950.25,10966.65,0
2020-08-03 10:45:00,10967.1,10978.45,10960.35,10965.55,0
2020-08-03 11:15:00,10965.8,10985.8,10955.9,10985.7,0
2020-08-03 11:45:00,10984.55,10990.35,10959.5,10967.2,0
2020-08-03 12:15:00,10966.9,10968.25,10912.5,10925.65,0
2020-08-03 12:45:00,10925.6,10939.3,10909.5,10925.5,0
2020-08-03 13:15:00,10925.3,10942.9,10921.55,10936.75,0
2020-08-03 13:45:00,10936.35,10940.75,10888.1,10911.2,0
2020-08-03 14:15:00,10911.35,10924.95,10897.8,10900.05,0
2020-08-03 14:45:00,10900.25,10913.9,10882.35,10892.6,0
2020-08-03 15:15:00,10892.65,10901.45,10886.0,10900.0,0
2020-08-04 09:15:00,10946.65,10971.7,10908.4,10947.1,0
2020-08-04 09:45:00,10946.8,10992.75,10946.25,10989.55,0
2020-08-04 10:15:00,10989.75,11029.4,10979.0,11018.45,0
2020-08-04 10:45:00,11017.9,11036.0,11004.8,11005.35,0
2020-08-04 11:15:00,11005.9,11048.95,11004.95,11048.25,0
2020-08-04 11:45:00,11046.95,11066.55,11036.2,11064.0,0
2020-08-04 12:15:00,11064.15,11065.2,11044.4,11044.7,0
2020-08-04 12:45:00,11045.05,11064.2,11026.15,11053.9,0
2020-08-04 13:15:00,11055.85,11070.85,11034.55,11036.6,0
2020-08-04 13:45:00,11037.45,11060.75,11037.45,11051.5,0
2020-08-04 14:15:00,11051.6,11096.7,11050.8,11093.1,0
2020-08-04 14:45:00,11094.55,11104.3,11080.4,11095.1,0
2020-08-04 15:15:00,11096.4,11110.5,11092.0,11102.5,0
2020-08-05 09:15:00,11155.75,11208.95,11155.1,11197.65,0
2020-08-05 09:45:00,11196.55,11221.7,11190.45,11213.2,0
2020-08-05 10:15:00,11212.6,11224.95,11184.5,11196.5,0
2020-08-05 10:45:00,11196.45,11197.0,11172.05,11190.5,0
2020-08-05 11:15:00,11190.8,11191.4,11128.45,11133.45,0
2020-08-05 11:45:00,11133.15,11133.85,11064.9,11119.65,0
2020-08-05 12:15:00,11119.4,11145.2,11108.85,11135.8,0
2020-08-05 12:45:00,11136.15,11144.9,11105.2,11117.05,0
2020-08-05 13:15:00,11117.7,11129.9,11094.15,11106.35,0
2020-08-05 13:45:00,11105.85,11113.45,11069.85,11103.05,0
2020-08-05 14:15:00,11104.65,11134.8,11102.0,11111.9,0
2020-08-05 14:45:00,11112.35,11112.6,11082.65,11103.9,0
2020-08-05 15:15:00,11103.9,11122.9,11096.55,11119.9,0
2020-08-06 09:15:00,11185.7,11185.7,11130.4,11166.8,0
2020-08-06 09:45:00,11165.7,11174.65,11152.15,11165.3,0
2020-08-06 10:15:00,11164.95,11190.65,11164.25,11177.85,0
2020-08-06 10:45:00,11177.85,11185.65,11151.7,11165.0,0
2020-08-06 11:15:00,11164.7,11182.5,11163.35,11168.8,0
2020-08-06 11:45:00,11168.6,11202.65,11139.3,11161.8,0
2020-08-06 12:15:00,11162.1,11228.8,11159.9,11203.8,0
2020-08-06 12:45:00,11204.05,11256.15,11203.6,11250.95,0
2020-08-06 13:15:00,11251.05,11254.6,11218.7,11218.95,0
2020-08-06 13:45:00,11219.3,11226.2,11196.95,11208.45,0
2020-08-06 14:15:00,11208.6,11208.6,11130.45,11179.55,0
2020-08-06 14:45:00,11178.85,11207.25,11164.35,11200.4,0
2020-08-06 15:15:00,11200.45,11210.2,11191.95,11206.8,0
2020-08-07 09:15:00,11186.65,11207.65,11145.2,11195.6,0
2020-08-07 09:45:00,11195.4,11213.1,11184.7,11202.15,0
2020-08-07 10:15:00,11201.2,11202.9,11174.45,11178.1,0
2020-08-07 10:45:00,11177.2,11189.7,11168.2,11182.1,0
2020-08-07 11:15:00,11181.75,11196.1,11173.7,11181.75,0
2020-08-07 11:45:00,11182.25,11211.3,11178.65,11193.85,0
2020-08-07 12:15:00,11194.3,11207.1,11170.3,11185.1,0
2020-08-07 12:45:00,11185.55,11208.05,11181.45,11195.0,0
2020-08-07 13:15:00,11195.6,11200.65,11178.15,11193.25,0
2020-08-07 13:45:00,11193.25,11205.6,11188.1,11198.35,0
2020-08-07 14:15:00,11197.6,11231.85,11186.05,11224.7,0
2020-08-07 14:45:00,11223.9,11229.25,11204.05,11214.3,0
2020-08-07 15:15:00,11213.45,11220.2,11204.95,11216.9,0
2020-08-10 09:15:00,11270.25,11326.4,11266.9,11320.55,0
2020-08-10 09:45:00,11320.0,11323.1,11298.6,11307.7,0
2020-08-10 10:15:00,11308.1,11314.45,11290.85,11309.6,0
2020-08-10 10:45:00,11310.25,11327.55,11308.1,11325.1,0
2020-08-10 11:15:00,11324.55,11336.85,11323.85,11330.6,0
2020-08-10 11:45:00,11330.8,11336.6,11309.05,11314.2,0
2020-08-10 12:15:00,11314.45,11319.45,11291.35,11310.65,0
2020-08-10 12:45:00,11310.2,11323.0,11303.4,11308.7,0
2020-08-10 13:15:00,11308.4,11319.9,11295.45,11300.5,0
2020-08-10 13:45:00,11300.15,11306.15,11238.35,11255.05,0
2020-08-10 14:15:00,11255.75,11280.9,11252.0,11278.1,0
2020-08-10 14:45:00,11276.95,11296.65,11264.35,11268.2,0
2020-08-10 15:15:00,11268.35,11277.55,11261.05,11274.65,0
2020-08-11 09:15:00,11322.25,11372.85,11322.25,11365.1,0
2020-08-11 09:45:00,11365.35,11366.6,11332.35,11344.5,0
2020-08-11 10:15:00,11344.6,11365.6,11341.45,11357.65,0
2020-08-11 10:45:00,11357.7,11359.1,11322.65,11325.85,0
2020-08-11 11:15:00,11325.85,11337.55,11310.3,11334.8,0
2020-08-11 11:45:00,11334.1,11334.2,11308.1,11320.2,0
2020-08-11 12:15:00,11320.05,11325.1,11299.25,11325.1,0
2020-08-11 12:45:00,11325.25,11356.5,11325.25,11353.2,0
2020-08-11 13:15:00,11352.55,11364.85,11342.0,11346.3,0
2020-08-11 13:45:00,11346.15,11360.95,11337.75,11353.4,0
2020-08-11 14:15:00,11353.15,11360.9,11340.85,11350.3,0
2020-08-11 14:45:00,11350.85,11359.0,11313.3,11323.25,0
2020-08-11 15:15:00,11323.2,11332.3,11311.3,11332.0,0
2020-08-12 09:15:00,11289.0,11289.0,11243.45,11281.8,0
2020-08-12 09:45:00,11281.7,11285.35,11264.75,11270.6,0
2020-08-12 10:15:00,11271.05,11282.3,11260.2,11271.6,0
2020-08-12 10:45:00,11272.0,11301.6,11265.0,11293.65,0
2020-08-12 11:15:00,11293.05,11303.1,11281.55,11295.15,0
2020-08-12 11:45:00,11294.5,11307.0,11286.65,11289.1,0
2020-08-12 12:15:00,11289.8,11313.15,11288.85,11302.1,0
2020-08-12 12:45:00,11302.4,11319.15,11301.0,11313.05,0
2020-08-12 13:15:00,11312.9,11317.15,11286.8,11291.3,0
